"data","municipio","codmun","pop","casos","obitos","casos_100k","obitos_100k"
"2022-08-17","Lamarão",291910,8307,459,8,5525.46045503792,96.3043216564343
"2022-08-17","Lapão",291915,27223,2646,37,9719.72229364875,135.914484075965
"2022-08-17","Lauro de Freitas",291920,198440,31491,564,15869.2803870187,284.216891755694
"2022-08-17","Lençóis",291930,11409,1492,23,13077.3950390043,201.595231834517
"2022-08-17","Licínio de Almeida",291940,12388,675,13,5448.82144010333,104.94026477236
"2022-08-17","Livramento de Nossa Senhora",291950,45732,4313,91,9431.03297472229,198.98539316015
"2022-08-17","Luís Eduardo Magalhães",291955,87519,19359,159,22119.768278888,181.674836321256
"2022-08-17","Macajuba",291960,11348,1110,15,9781.45928798026,132.181882270004
"2022-08-17","Macarani",291970,18755,1020,31,5438.54972007465,165.289256198347
"2022-08-17","Macaúbas",291980,49826,3773,37,7572.35178420905,74.2584192991611
"2022-08-17","Macururé",291990,7824,396,12,5061.34969325153,153.374233128834
"2022-08-17","Madre de Deus",291992,21093,3316,49,15720.8552600389,232.304556013843
"2022-08-17","Maetinga",291995,3161,695,8,21986.7130654856,253.084466940842
"2022-08-17","Maiquinique",292000,10112,1402,14,13864.7151898734,138.449367088608
"2022-08-17","Mairi",292010,18676,1921,20,10285.9284643393,107.089312486614
"2022-08-17","Malhada",292020,16845,749,22,4446.4232710003,130.602552686257
"2022-08-17","Malhada de Pedras",292030,8393,767,15,9138.56785416418,178.720362206601
"2022-08-17","Manoel Vitorino",292040,13240,1511,36,11412.3867069486,271.90332326284
"2022-08-17","Mansidão",292045,13643,353,11,2587.40746170197,80.6274279850473
"2022-08-17","Maracás",292050,20834,4867,81,23360.8524527215,388.787558798118
"2022-08-17","Maragogipe",292060,44677,3021,54,6761.86852295364,120.867560489737
"2022-08-17","Maraú",292070,20570,2281,20,11088.9645114244,97.2289742343218
"2022-08-17","Marcionílio Souza",292080,10406,753,22,7236.20987891601,211.416490486258
"2022-08-17","Mascote",292090,13822,1105,27,7994.50151931703,195.340761105484
"2022-08-17","Mata de São João",292100,46583,5611,78,12045.1666917116,167.443058626538
"2022-08-17","Matina",292105,12201,927,9,7597.73789033686,73.764445537251
"2022-08-17","Medeiros Neto",292110,22688,4168,64,18370.9449929478,282.087447108604
"2022-08-17","Miguel Calmon",292120,26023,3783,38,14537.1402221112,146.024670483803
"2022-08-17","Milagres",292130,10950,959,9,8757.99086757991,82.1917808219178
"2022-08-17","Mirangaba",292140,18338,771,11,4204.38433853201,59.9847311593413
"2022-08-17","Mirante",292145,8641,731,9,8459.66901978938,104.154611734753
"2022-08-17","Monte Santo",292150,49418,1958,65,3962.11906592739,131.531021085434
"2022-08-17","Morpará",292160,8519,490,15,5751.8488085456,176.077004343233
"2022-08-17","Morro do Chapéu",292170,35413,4163,33,11755.5699884223,93.186118092226
"2022-08-17","Mortugaba",292180,12042,1113,19,9242.65072247135,157.781099485135
"2022-08-17","Mucugê",292190,9062,1336,14,14742.8823659236,154.491282277643
"2022-08-17","Mucuri",292200,41748,6291,79,15068.9853406151,189.230621826195
"2022-08-17","Mulungu do Morro",292205,10889,980,18,8999.90816420241,165.304435669024
"2022-08-17","Mundo Novo",292210,26776,1356,14,5064.23662981775,52.2856289214222
"2022-08-17","Muniz Ferreira",292220,7422,1277,3,17205.6049582323,40.4203718674212
"2022-08-17","Muquém do São Francisco",292225,11348,808,8,7120.19739161086,70.4970038773352
"2022-08-17","Muritiba",292230,29399,2834,36,9639.78366611109,122.453144664785
"2022-08-17","Mutuípe",292240,22221,2792,31,12564.6910580082,139.507672922011
"2022-08-17","Nazaré",292250,28525,3581,57,12553.9000876424,199.824715162138
"2022-08-17","Nilo Peçanha",292260,13997,987,18,7051.51103807959,128.598985496892
"2022-08-17","Nordestina",292265,13130,1226,32,9337.39527798934,243.716679360244
"2022-08-17","Nova Canaã",292270,16462,1303,27,7915.19863929049,164.014093062811
"2022-08-17","Nova Fátima",292273,7812,926,6,11853.5586277522,76.8049155145929
"2022-08-17","Nova Ibiá",292275,6591,758,23,11500.5310271582,348.96070399029
"2022-08-17","Nova Itarana",292280,8226,929,10,11293.4597617311,121.56576707999
"2022-08-17","Nova Redenção",292285,9118,377,9,4134.67865760035,98.7058565474885
"2022-08-17","Nova Soure",292290,26947,1579,31,5859.65042490815,115.040635321186
"2022-08-17","Nova Viçosa",292300,43376,4331,71,9984.78421246772,163.684987089635
"2022-08-17","Novo Horizonte",292303,12385,830,11,6701.65522809851,88.8171174808236
"2022-08-17","Novo Triunfo",292305,15440,743,14,4812.17616580311,90.6735751295337
"2022-08-17","Olindina",292310,28229,1569,28,5558.113996245,99.1887774983173
"2022-08-17","Oliveira dos Brejinhos",292320,21825,1273,26,5832.76059564719,119.129438717068
"2022-08-17","Ouriçangas",292330,8564,716,11,8360.5791686128,128.444652031761
"2022-08-17","Ourolândia",292335,17451,2042,16,11701.3351670391,91.6852902412469
"2022-08-17","Palmas de Monte Alto",292340,21750,1699,21,7811.49425287356,96.551724137931
"2022-08-17","Palmeiras",292350,9019,672,11,7450.93691096574,121.964741102118
"2022-08-17","Paramirim",292360,21607,2451,21,11343.5460730319,97.1907252279354
"2022-08-17","Paratinga",292370,32000,2199,36,6871.875,112.5
"2022-08-17","Paripiranga",292380,28989,2215,35,7640.82928007175,120.735451378109
"2022-08-17","Pau Brasil",292390,9831,1411,31,14352.5582341573,315.32906113315
"2022-08-17","Paulo Afonso",292400,117782,14866,255,12621.6229984208,216.501672581549
"2022-08-17","Pé de Serra",292405,13578,1888,11,13904.8460745323,81.0134040359405
"2022-08-17","Pedrão",292410,7347,483,6,6574.11188240098,81.6659861167824
"2022-08-17","Pedro Alexandre",292420,16667,810,9,4859.90280194396,53.9989200215996
"2022-08-17","Piatã",292430,17123,1639,40,9571.92080826958,233.603924545932
"2022-08-17","Pilão Arcado",292440,35048,912,31,2602.14562885186,88.4501255421137
"2022-08-17","Pindaí",292450,16260,1110,16,6826.56826568266,98.4009840098401
"2022-08-17","Pindobaçu",292460,20150,2033,34,10089.3300248139,168.734491315136
"2022-08-17","Pintadas",292465,10437,1513,8,14496.5028264827,76.6503784612436
"2022-08-17","Piraí do Norte",292467,10023,1083,13,10805.1481592338,129.70168612192
"2022-08-17","Piripá",292470,10707,1162,12,10852.7131782946,112.07621182404
"2022-08-17","Piritiba",292480,24755,791,16,3195.31407796405,64.633407392446
"2022-08-17","Planaltino",292490,9322,1079,9,11574.7693627977,96.5458056211114
"2022-08-17","Planalto",292500,26265,2273,44,8654.1024176661,167.523320007615
"2022-08-17","Poções",292510,46871,6266,88,13368.6074545028,187.749354611594
"2022-08-17","Pojuca",292520,39519,5329,61,13484.6529517447,154.356132493231
"2022-08-17","Ponto Novo",292525,14914,795,15,5330.56188815878,100.576639399222
"2022-08-17","Porto Seguro",292530,148686,19460,297,13087.98407382,199.749808320891
"2022-08-17","Potiraguá",292540,7224,708,15,9800.66445182724,207.641196013289
"2022-08-17","Prado",292550,28174,3763,68,13356.2859373891,241.357279761482
"2022-08-17","Presidente Dutra",292560,15142,1652,29,10910.0515123498,191.520274732532
"2022-08-17","Presidente Jânio Quadros",292570,12338,952,15,7715.99935159669,121.575620035662
"2022-08-17","Presidente Tancredo Neves",292575,27719,2114,45,7626.53775388723,162.343518885963
"2022-08-17","Queimadas",292580,25439,1947,46,7653.6027359566,180.82471795275
"2022-08-17","Quijingue",292590,27580,697,28,2527.19361856418,101.522842639594
"2022-08-17","Quixabeira",292593,8972,1282,9,14288.898796255,100.312082032992
"2022-08-17","Rafael Jambeiro",292595,22621,1965,31,8686.61862870784,137.040802793864
"2022-08-17","Remanso",292600,41008,4276,93,10427.2337104955,226.78501755755
"2022-08-17","Retirolândia",292610,14396,1952,15,13559.3220338983,104.195609891637
"2022-08-17","Riachão das Neves",292620,22339,1891,45,8465.01633913783,201.441425309996
"2022-08-17","Riachão do Jacuípe",292630,33436,6531,51,19532.8388563225,152.530206962555
"2022-08-17","Riacho de Santana",292640,35421,2845,49,8031.95844273171,138.336015358121
"2022-08-17","Ribeira do Amparo",292650,14592,1350,9,9251.6447368421,61.6776315789474
"2022-08-17","Ribeira do Pombal",292660,53807,7793,80,14483.2456743546,148.679539836824
"2022-08-17","Ribeirão do Largo",292665,5812,741,10,12749.4838265657,172.057811424639
"2022-08-17","Rio de Contas",292670,12989,1137,7,8753.5607052121,53.8917545615521
"2022-08-17","Rio do Antônio",292680,15371,1501,20,9765.14215080346,130.11515190944
"2022-08-17","Rio do Pires",292690,11655,446,14,3826.68382668383,120.12012012012
"2022-08-17","Rio Real",292700,40732,4010,52,9844.83943827948,127.663753314347
"2022-08-17","Rodelas",292710,9331,509,9,5454.93516236202,96.4526845997214
"2022-08-17","Ruy Barbosa",292720,30814,3569,35,11582.3976114753,113.584734211722
"2022-08-17","Salinas da Margarida",292730,15667,1936,23,12357.1838897045,146.805387119423
"2022-08-17","Salvador",292740,2872347,314642,8802,10954.1778900669,306.439298594494
